TF	interaction	target_gene	regulation
TRIM28	aa	S100A4	Activation
TRIM28	aa	S100A9	Activation
TRIM28	ii	SLAMF9	Inhibition
TRIM28	ii	SOX9	Inhibition
TRIM28	ii	TNFAIP8	Inhibition
TRIM28	ii	TYRP1	Inhibition
TRIM28	ii	ZNF204P	Inhibition
TRIM28	ii	ZNF322P1	Inhibition
TRIM28	ii	ZNF333	Inhibition
TRIM28	ii	ZNF416	Inhibition
TRIM28	ii	ZNF426	Inhibition
TRIM28	ii	ZNF440	Inhibition
TRIM28	ii	ZNF554	Inhibition
TRIM28	ii	ZNF605	Inhibition
TRIM28	ii	ZNF75D	Inhibition
TRIM28	ii	ZNF761	Inhibition
TRIP11	aa	EPO	Activation
TRPS1	aa	APCDD1	Activation
TRPS1	ii	BGLAP	Inhibition
TRPS1	aa	DKK4	Activation
TRPS1	aa	FGFR1	Activation
TRPS1	ii	KLK3	Inhibition
TRPS1	aa	LHX2	Activation
TRPS1	ii	PTHLH	Inhibition
TRPS1	ii	RUNX1	Inhibition
TRPS1	ii	RUNX2	Inhibition
TRPS1	aa	SOX18	Activation
TRPS1	aa	SOX21	Activation
TRPS1	ii	STAT3	Inhibition
TRPS1	aa	VEGFA	Activation
TRPS1	aa	WIF1	Activation
TRPS1	ii	ZEB2	Inhibition
TRRAP	aa	CCND2	Activation
TRRAP	aa	CDC25A	Activation
TRRAP	aa	CR2	Activation
TRRAP	aa	DLX1	Activation
TRRAP	aa	GABPB1	Activation
TRRAP	aa	HIST2H4A	Activation
TRRAP	aa	LIN28A	Activation
TRRAP	aa	MDM2	Activation
TRRAP	aa	MEA1	Activation
TRRAP	aa	NCL	Activation
TRRAP	aa	RASGEF1A	Activation
TRRAP	aa	RBBP8	Activation
TRRAP	aa	RIOK1	Activation
TRRAP	aa	RN5S1@	Activation
TRRAP	aa	SBNO1	Activation
TRRAP	aa	SMAD2	Activation
TRRAP	aa	TERT	Activation
TRRAP	aa	TGFBRAP1	Activation
TRRAP	aa	USO1	Activation
TSC22D1	aa	CNP	Activation
TSC22D1	aa	COL1A2	Activation
TSC22D1	aa	NPPC	Activation
TSC22D3	ii	IL21	Inhibition
TSC22D3	ii	IRF4	Inhibition
TSC22D3	ii	PPARG	Inhibition
TSG101	ii	CDKN1A	Inhibition
TSG101	aa	KLK3	Activation
TSHZ1	aa	PROKR2	Activation
TSHZ3	ii	CASP4	Inhibition
TTF1	aa	HHEX	Activation
TTF1	aa	IRF2BPL	Activation
TWIST1	aa	ABCC1	Activation
TWIST1	aa	ABCC4	Activation
TWIST1	aa	ABCC5	Activation
TWIST1	aa	ACKR3	Activation
TWIST1	aa	AKT2	Activation
TWIST1	aa	ALX3	Activation
TWIST1	ii	ANGPT1	Inhibition
TWIST1	aa	AQP1	Activation
TWIST1	aa	AR	Activation
TWIST1	ii	BCL2L13	Inhibition
TWIST1	aa	BMI1	Activation
TWIST1	aa	BMP2	Activation
TWIST1	ii	CAV1	Inhibition
TWIST1	aa	CCL2	Activation
TWIST1	ii	CD24	Inhibition
TWIST1	ii	CDH1	Inhibition
TWIST1	aa	CDH11	Activation
TWIST1	aa	CDH2	Activation
TWIST1	aa	CDH5	Activation
TWIST1	ii	P14ARF	Inhibition
TWIST1	ii	CETN3	Inhibition
TWIST1	ii	CLDN4	Inhibition
TWIST1	aa	CLU	Activation
TWIST1	aa	COL1A1	Activation
TWIST1	aa	COL1A2	Activation
TWIST1	aa	COL3A1	Activation
TWIST1	aa	CTNNA1	Activation
TWIST1	ii	CTNNB1	Inhibition
TWIST1	aa	CXCL8	Activation
TWIST1	aa	DKK1	Activation
TWIST1	aa	EPB41L3	Activation
TWIST1	ii	ESR	Inhibition
TWIST1	aa	F2RL1	Activation
TWIST1	aa	FAM92A1	Activation
TWIST1	aa	FGFR1	Activation
TWIST1	aa	FGFR2	Activation
TWIST1	aa	FLNB	Activation
TWIST1	aa	FOXM1	Activation
TWIST1	ii	FZD7	Inhibition
TWIST1	aa	GADD45A	Activation
TWIST1	ii	GJA1	Inhibition
TWIST1	aa	GLI1	Activation
TWIST1	aa	GPR124	Activation
TWIST1	ii	GSTO1	Inhibition
TWIST1	aa	HOXA9	Activation
TWIST1	aa	HS6ST2	Activation
TWIST1	aa	HSPB8	Activation
TWIST1	ii	ID2	Inhibition
TWIST1	aa	IL6	Activation
TWIST1	ii	IL6R	Inhibition
TWIST1	ii	IL6ST	Inhibition
TWIST1	ii	JUP	Inhibition
TWIST1	aa	LEPREL1	Activation
TWIST1	aa	MIR10B	Activation
TWIST1	aa	MIR181A1	Activation
TWIST1	aa	MIR199A2	Activation
TWIST1	ii	MIR200B	Inhibition
TWIST1	ii	MIR200C	Inhibition
TWIST1	ii	MIR205	Inhibition
TWIST1	aa	MIR214	Activation
TWIST1	aa	MIR223	Activation
TWIST1	aa	MIR372	Activation
TWIST1	aa	MIR373	Activation
TWIST1	ii	MIRLET7I	Inhibition
TWIST1	aa	MME	Activation
TWIST1	aa	MMP1	Activation
TWIST1	aa	MMP2	Activation
TWIST1	ii	MYCN	Inhibition
TWIST1	aa	PCOLCE	Activation
TWIST1	aa	PDGFRA	Activation
TWIST1	aa	PDZK1	Activation
TWIST1	ii	PEX14	Inhibition
TWIST1	ii	PIP4K2B	Inhibition
TWIST1	aa	POSTN	Activation
TWIST1	ii	PPA1	Inhibition
TWIST1	aa	PTBP2	Activation
TWIST1	aa	RAB2A	Activation
TWIST1	aa	RAB39B	Activation
TWIST1	aa	RAB40C	Activation
TWIST1	ii	RND3	Inhibition
TWIST1	ii	RUNX2	Inhibition
TWIST1	aa	SEMA3C	Activation
TWIST1	ii	SIK1	Inhibition
TWIST1	aa	SNAI2	Activation
TWIST1	ii	SOX9	Inhibition
TWIST1	ii	STT3B	Inhibition
TWIST1	aa	SYNPO	Activation
TWIST1	aa	TARS	Activation
TWIST1	aa	TBC1D4	Activation
TWIST1	aa	TBX20	Activation
TWIST1	aa	TEK	Activation
TWIST1	aa	TGFB2	Activation
TWIST1	ii	TNF	Inhibition
TWIST1	aa	TNS1	Activation
TWIST1	ii	TP53	Inhibition
TWIST1	ii	TPCN1	Inhibition
TWIST1	ii	UBE2V1	Inhibition
TWIST1	ii	UCP1	Inhibition
TWIST1	ii	WDR75	Inhibition
TWIST1	aa	WNT5A	Activation
TWIST1	aa	ZEB1	Activation
TWIST2	aa	CD24	Activation
TWIST2	aa	MAF	Activation
TWIST2	aa	POSTN	Activation
UBE2L3	aa	TFF1	Activation
UBE3A	aa	MC1R	Activation
UBP1	aa	CYP11A1	Activation
UBP1	aa	PDCD5	Activation
UBP1	aa	WT1	Activation
UBTF	aa	CCND1	Activation
UBTF	aa	rRNAs (5.8S, 18S, 28S)	Activation
USF1	aa	ABCA1	Activation
USF1	aa	ACACA	Activation
USF1	aa	ACP5	Activation
USF1	aa	ADH1B	Activation
USF1	aa	AGT	Activation
USF1	ii	AKAP12	Inhibition
USF1	aa	ALDOA	Activation
USF1	aa	ALX3	Activation
USF1	aa	APC	Activation
USF1	aa	APEX1	Activation
USF1	aa	APLN	Activation
USF1	aa	APOA2	Activation
USF1	aa	APOA5	Activation
USF1	aa	APOE	Activation
USF1	aa	APP	Activation
USF1	aa	ASPH	Activation
USF1	aa	ATP6V0B	Activation
USF1	aa	ATP6V1C1	Activation
USF1	aa	AVP	Activation
USF1	aa	BAX	Activation
USF1	aa	BDNF	Activation
USF1	aa	BNIP3	Activation
USF1	aa	CALCA	Activation
USF1	aa	CBS	Activation
USF1	aa	CCK	Activation
USF1	aa	CCNB1	Activation
USF1	aa	CCND1	Activation
USF1	aa	CD2	Activation
USF1	aa	CDK1	Activation
USF1	aa	CEACAM1	Activation
USF1	aa	CEACAM6	Activation
USF1	aa	CEBPA	Activation
USF1	aa	CEL	Activation
USF1	aa	CES2	Activation
USF1	aa	CFDP1	Activation
USF1	aa	CGA	Activation
USF1	aa	CHRNA7	Activation
USF1	aa	CIITA	Activation
USF1	aa	COL1A1	Activation
USF1	aa	CPT1A	Activation
USF1	aa	CTSA	Activation
USF1	aa	CTSB	Activation
USF1	aa	CTSD	Activation
USF1	aa	CXCR4	Activation
USF1	ii	CYP19A1	Inhibition
USF1	aa	CYP1A1	Activation
USF1	aa	CYP1A2	Activation
USF1	aa	CYP2A13	Activation
USF1	aa	CYP3A4	Activation
USF1	aa	CYP3A7	Activation
USF1	aa	DBP	Activation
USF1	aa	DDX21	Activation
USF1	aa	DIO1	Activation
USF1	aa	DPP4	Activation
USF1	aa	DUSP1	Activation
USF1	aa	ESR	Activation
USF1	aa	EXT1	Activation
USF1	aa	FASN	Activation
USF1	aa	FBP1	Activation
USF1	aa	FCER1A	Activation
USF1	ii	FGFBP1	Inhibition
USF1	aa	FGG	Activation
USF1	aa	FMR1	Activation
USF1	aa	FSHB	Activation
USF1	aa	GATA5	Activation
USF1	ii	GCLC	Inhibition
USF1	aa	GHRL	Activation
USF1	aa	GPAM	Activation
USF1	aa	GTF2I	Activation
USF1	aa	GYPB	Activation
USF1	aa	HAMP	Activation
USF1	aa	HBB	Activation
USF1	aa	HGF	Activation
USF1	ii	HLA-B	Inhibition
USF1	aa	HMOX1	Activation
USF1	aa	HOXB4	Activation
USF1	aa	HOXB7	Activation
USF1	aa	ID4	Activation
USF1	aa	IGFBP1	Activation
USF1	aa	IGFBP3	Activation
USF1	ii	IGH	Inhibition
USF1	aa	INS	Activation
USF1	aa	LAMA3	Activation
USF1	aa	LDHA	Activation
USF1	aa	LIPC	Activation
USF1	aa	LIPE	Activation
USF1	aa	MC1R	Activation
USF1	aa	Metallothionein-I	Activation
USF1	aa	MIR132	Activation
USF1	aa	MIR483	Activation
USF1	aa	MRC1	Activation
USF1	aa	MTDH	Activation
USF1	aa	MVP	Activation
USF1	aa	MYH6	Activation
USF1	aa	MYH9	Activation
USF1	aa	MYOC	Activation
USF1	ii	NOS2	Inhibition
USF1	aa	NR0B2	Activation
USF1	aa	NR5A1	Activation
USF1	aa	OPRD1	Activation
USF1	aa	OSCAR	Activation
USF1	aa	P4HA1	Activation
USF1	aa	PC	Activation
USF1	aa	PDX1	Activation
USF1	aa	PER1	Activation
USF1	aa	PER2	Activation
USF1	aa	PF4	Activation
USF1	aa	PIGR	Activation
USF1	aa	PKLR	Activation
USF1	aa	PLA2G4C	Activation
USF1	aa	POMC	Activation
USF1	aa	PPARGC1A	Activation
USF1	ii	PRKAR2B	Inhibition
USF1	aa	PRND	Activation
USF1	aa	PTEN	Activation
USF1	aa	PTGDS	Activation
USF1	aa	PTGS2	Activation
USF1	ii	PTMA	Inhibition
USF1	aa	REN	Activation
USF1	aa	RORC	Activation
USF1	aa	S100A6	Activation
USF1	ii	SERPINE1	Inhibition
USF1	aa	SFTPA1	Activation
USF1	aa	SLC12A5	Activation
USF1	ii	SLC16A1	Inhibition
USF1	aa	SLC19A1	Activation
USF1	aa	SLC1A3	Activation
USF1	aa	SLC22A1	Activation
USF1	aa	SLC22A2	Activation
USF1	aa	SLC23A2	Activation
USF1	aa	SPP1	Activation
USF1	aa	SPTA1	Activation
USF1	ii	TBX21	Inhibition
USF1	aa	TERT	Activation
USF1	aa	TFF1	Activation
USF1	aa	TFF2	Activation
USF1	aa	TGFB1	Activation
USF1	aa	TGFB2	Activation
USF1	aa	TGFBR2	Activation
USF1	aa	THBS1	Activation
USF1	aa	TNFAIP3	Activation
USF1	aa	TOP3A	Activation
USF1	aa	TRD	Activation
USF1	aa	TYMS	Activation
USF1	aa	TYR	Activation
USF1	aa	UCP2	Activation
USF1	aa	UGT1A1	Activation
USF1/USF2 complex	aa	ABCA1	Activation
USF1/USF2 complex	aa	ADAM10	Activation
USF1/USF2 complex	aa	ADH1C	Activation
USF1/USF2 complex	aa	APP	Activation
USF1/USF2 complex	aa	CYP1A2	Activation
USF1/USF2 complex	aa	DPP4	Activation
USF1/USF2 complex	aa	FCER1A	Activation
USF1/USF2 complex	aa	FOXE1	Activation
USF1/USF2 complex	ii	GABBR1	Inhibition
USF1/USF2 complex	aa	GCGR	Activation
USF1/USF2 complex	aa	HAMP	Activation
USF1/USF2 complex	aa	HBB	Activation
USF1/USF2 complex	aa	LIPC	Activation
USF1/USF2 complex	aa	MYOC	Activation
USF1/USF2 complex	aa	PC	Activation
USF1/USF2 complex	aa	PTPN6	Activation
USF1/USF2 complex	aa	S100A6	Activation
USF1/USF2 complex	aa	TCN2	Activation
USF1/USF2 complex	aa	TGFB2	Activation
USF1/USF2 complex	aa	UGT1A1	Activation
USF2	aa	ABCA1	Activation
USF2	aa	ACACA	Activation
USF2	aa	ACP5	Activation
USF2	aa	AGT	Activation
USF2	aa	AGTRAP	Activation
USF2	aa	ALX3	Activation
USF2	aa	APC	Activation
USF2	aa	APLN	Activation
USF2	aa	APOA5	Activation
USF2	aa	APP	Activation
USF2	aa	ASPH	Activation
USF2	aa	ATP5A1	Activation
USF2	aa	AVP	Activation
USF2	aa	BDNF	Activation
USF2	aa	CALCA	Activation
USF2	aa	CDK4	Activation
USF2	aa	CEACAM6	Activation
USF2	aa	CEBPA	Activation
USF2	aa	CEBPB	Activation
USF2	aa	CEL	Activation
USF2	aa	CFTR	Activation
USF2	aa	CITED2	Activation
USF2	aa	COL1A1	Activation
USF2	aa	COX5B	Activation
USF2	aa	CPT1A	Activation
USF2	aa	CTSB	Activation
USF2	aa	CTSD	Activation
USF2	aa	CXCR4	Activation
USF2	ii	CYP19A1	Inhibition
USF2	aa	CYP1A2	Activation
USF2	aa	CYP2A13	Activation
USF2	aa	DDX21	Activation
USF2	aa	DIO1	Activation
USF2	aa	DPP4	Activation
USF2	aa	EPO	Activation
USF2	aa	FASN	Activation
USF2	aa	FBP1	Activation
USF2	ii	FGFBP1	Inhibition
USF2	aa	FMR1	Activation
USF2	aa	FSHB	Activation
USF2	aa	GATA4	Activation
USF2	aa	GCK	Activation
USF2	ii	GCLC	Inhibition
USF2	aa	GHRL	Activation
USF2	aa	GYPB	Activation
USF2	aa	HAMP	Activation
USF2	aa	HBB	Activation
USF2	ii	HLA-B	Inhibition
USF2	aa	HMGCR	Activation
USF2	aa	HMOX1	Activation
USF2	aa	HOXB4	Activation
USF2	aa	IGF2R	Activation
USF2	aa	IGFBP1	Activation
USF2	aa	IGFBP3	Activation
USF2	aa	IGJ	Activation
USF2	aa	LIPC	Activation
USF2	aa	LIPE	Activation
USF2	aa	MIR146A	Activation
USF2	aa	MT1A	Activation
USF2	aa	MYH9	Activation
USF2	aa	MYOC	Activation
USF2	ii	NOS2	Inhibition
USF2	aa	NR5A1	Activation
USF2	aa	OPRD1	Activation
USF2	aa	OSCAR	Activation
USF2	aa	P4HA1	Activation
USF2	aa	PC	Activation
USF2	aa	PDX1	Activation
USF2	aa	PF4	Activation
USF2	aa	PIGR	Activation
USF2	aa	PKLR	Activation
USF2	aa	PLA2G4C	Activation
USF2	ii	PPARGC1A	Inhibition
USF2	ii	PPP1R26	Inhibition
USF2	ii	PRKAR2B	Inhibition
USF2	aa	PTEN	Activation
USF2	aa	PTGS2	Activation
USF2	aa	REN	Activation
USF2	aa	RORC	Activation
USF2	aa	RUNX2	Activation
USF2	aa	SERPINE1	Activation
USF2	aa	SFTPA1	Activation
USF2	aa	SLC12A5	Activation
USF2	ii	SLC16A1	Inhibition
USF2	aa	SLC19A1	Activation
USF2	aa	SLC22A1	Activation
USF2	aa	SLC23A2	Activation
USF2	aa	SPP1	Activation
USF2	aa	SPTA1	Activation
USF2	aa	TFF1	Activation
USF2	aa	TFF2	Activation
USF2	aa	TGFB1	Activation
USF2	aa	TGFB2	Activation
USF2	aa	THBS1	Activation
USF2	aa	TOP3A	Activation
USF2	aa	TYR	Activation
USF2	aa	UCP2	Activation
USF2	aa	UGT1A1	Activation
USF2	aa	UTP20	Activation
USF2	aa	VEGFA	Activation
USP16	aa	PAX3	Activation
USP22	aa	IRF1	Activation
USP22	ii	SOX2	Inhibition
UTF1	aa	CDKN1B	Activation
UTF1	ii	CDX2	Inhibition
UTF1	ii	EOMES	Inhibition
UTF1	ii	GATA4	Inhibition
UTF1	ii	GATA6	Inhibition
UTF1	ii	HOXA11	Inhibition
UTF1	ii	HOXB13	Inhibition
UTF1	ii	NES	Inhibition
UTF1	ii	OLIG2	Inhibition
UTF1	ii	T	Inhibition
VAX1	ii	PAX6	Inhibition
VAX2	aa	APC	Activation
VAX2	aa	CTBP1	Activation
VAX2	aa	GSK3B	Activation
VAX2	aa	HDAC2	Activation
VAX2	ii	PAX6	Inhibition
VAX2	aa	TCF7L2	Activation
VAX2	aa	TLE1	Activation
VDR	aa	ABCC3	Activation
VDR	ii	ABCC4	Inhibition
VDR	aa	AKAP12	Activation
VDR	aa	AREG	Activation
VDR	aa	ASAP2	Activation
VDR	aa	BGLAP	Activation
VDR	aa	BHLHE40	Activation
VDR	ii	BMP2	Inhibition
VDR	aa	BMP6	Activation
VDR	aa	BNC2	Activation
VDR	aa	BNIP3	Activation
VDR	aa	CA2	Activation
VDR	aa	CALB1	Activation
VDR	aa	CAMP	Activation
VDR	aa	CASR	Activation
VDR	aa	CBS	Activation
VDR	aa	CCNC	Activation
VDR	ii	CCND2	Inhibition
VDR	aa	CCR10	Activation
VDR	aa	CD14	Activation
VDR	aa	CD97	Activation
VDR	aa	CDA	Activation
VDR	ii	CDC25A	Inhibition
VDR	ii	CDC6	Inhibition
VDR	aa	CDH1	Activation
VDR	ii	CDK4	Inhibition
VDR	aa	CDKN1A	Activation
VDR	aa	CDKN1B	Activation
VDR	aa	CEBPB	Activation
VDR	aa	CLMN	Activation
VDR	aa	CNGB1	Activation
VDR	aa	COL13A1	Activation
VDR	ii	COL1A1	Inhibition
VDR	ii	COL1A2	Inhibition
VDR	ii	CRABP2	Inhibition
VDR	ii	CSF2	Inhibition
VDR	aa	CSH1	Activation
VDR	aa	CST5	Activation
VDR	aa	CST6	Activation
VDR	aa	CYP19A1	Activation
VDR	aa	CYP1A1	Activation
VDR	aa	CYP21A2	Activation
VDR	aa	CYP24A1	Activation
VDR	aa	CYP26B1	Activation
VDR	ii	CYP27B1	Inhibition
VDR	aa	CYP2B6	Activation
VDR	aa	CYP2C9	Activation
VDR	aa	CYP3A4	Activation
VDR	aa	CYP3A7	Activation
VDR	ii	DAPK1	Inhibition
VDR	aa	DDIT4	Activation
VDR	ii	DKK4	Inhibition
VDR	aa	DPT	Activation
VDR	aa	DUSP1	Activation
VDR	aa	DUSP10	Activation
VDR	ii	EGFR	Inhibition
VDR	aa	ELL	Activation
VDR	ii	FASLG	Inhibition
VDR	aa	FGF23	Activation
VDR	ii	FGF8	Inhibition
VDR	aa	FOS	Activation
VDR	aa	FOXF1	Activation
VDR	aa	FOXO1	Activation
VDR	aa	FOXP3	Activation
VDR	aa	G0S2	Activation
VDR	ii	GADD45A	Inhibition
VDR	aa	GLI1	Activation
VDR	ii	HAMP	Inhibition
VDR	aa	HDAC4	Activation
VDR	aa	HDAC6	Activation
VDR	aa	HIF1A	Activation
VDR	aa	HOXA10	Activation
VDR	aa	HP1BP3	Activation
VDR	aa	HRH1	Activation
VDR	aa	HSD11B1	Activation
VDR	aa	HSD17B2	Activation
VDR	aa	HSD17B7	Activation
VDR	ii	HSP90AB1	Inhibition
VDR	ii	IBSP	Inhibition
VDR	ii	ID1	Inhibition
VDR	ii	IFNG	Inhibition
VDR	aa	IGFBP3	Activation
VDR	aa	IGFBP4	Activation
VDR	aa	IL10	Activation
VDR	ii	IL12B	Inhibition
VDR	ii	IL17A	Inhibition
VDR	ii	IL2	Inhibition
VDR	aa	INSR	Activation
VDR	aa	ITGAM	Activation
VDR	aa	ITGAV	Activation
VDR	aa	ITGB2	Activation
VDR	aa	ITGB3	Activation
VDR	aa	IVL	Activation
VDR	aa	KDM6B	Activation
VDR	aa	KLK6	Activation
VDR	aa	KRT13	Activation
VDR	ii	LOXL2	Inhibition
VDR	aa	LPL	Activation
VDR	aa	LRP5	Activation
VDR	aa	LRRC8A	Activation
VDR	aa	MDM2	Activation
VDR	aa	MIR498	Activation
VDR	aa	MIR637	Activation
VDR	aa	MIR98	Activation
VDR	aa	MIRLET7A2	Activation
VDR	aa	MKI67	Activation
VDR	aa	MMP13	Activation
VDR	aa	MXD1	Activation
VDR	ii	MYC	Inhibition
VDR	aa	NCOA4	Activation
VDR	aa	NFKBIA	Activation
VDR	aa	NOD2	Activation
VDR	ii	NOS2	Inhibition
VDR	aa	NPHS1	Activation
VDR	ii	NPPA	Inhibition
VDR	ii	NR0B2	Inhibition
VDR	aa	NRIP1	Activation
VDR	aa	OLFML3	Activation
VDR	aa	ORM1	Activation
VDR	aa	PDGFA	Activation
VDR	aa	PDLIM2	Activation
VDR	aa	PHB	Activation
VDR	aa	PLD1	Activation
VDR	aa	PODXL	Activation
VDR	ii	POU1F1	Inhibition
VDR	aa	PRL	Activation
VDR	aa	PTEN	Activation
VDR	ii	PTH	Inhibition
VDR	ii	PTH1R	Inhibition
VDR	aa	PYY	Activation
VDR	ii	RARB	Inhibition
VDR	ii	RELB	Inhibition
VDR	ii	REN	Inhibition
VDR	ii	RUNX2	Inhibition
VDR	aa	S100G	Activation
VDR	aa	SEMA3B	Activation
VDR	aa	42981	Activation
VDR	aa	SERPINB1	Activation
VDR	aa	SESN1	Activation
VDR	aa	SFT2D1	Activation
VDR	aa	SHH	Activation
VDR	aa	SLC11A1	Activation
VDR	aa	SLC34A1	Activation
VDR	aa	SLC37A2	Activation
VDR	aa	SP100	Activation
VDR	aa	SPP1	Activation
VDR	aa	SULT2A1	Activation
VDR	aa	SULT2B1	Activation
VDR	aa	TCF7L2	Activation
VDR	ii	TGFB2	Inhibition
VDR	aa	TGFB3	Activation
VDR	aa	TGFBR1	Activation
VDR	aa	TGFBR2	Activation
VDR	aa	THBD	Activation
VDR	aa	THEM4	Activation
VDR	ii	TIMP1	Inhibition
VDR	aa	TLR10	Activation
VDR	ii	TLR2	Inhibition
VDR	ii	TLR4	Inhibition
VDR	aa	TMED1	Activation
VDR	aa	TNF	Activation
VDR	ii	TNFRSF11B	Inhibition
VDR	aa	TNFSF11	Activation
VDR	ii	TRPC6	Inhibition
VDR	aa	TRPV5	Activation
VDR	aa	TRPV6	Activation
VDR	ii	TXNIP	Inhibition
VDR	ii	UCP1	Inhibition
VDR	aa	VEGFA	Activation
VDR	aa	ZFP36	Activation
VDR/RXR-alpha	aa	ABCA1	Activation
VDR/RXR-alpha	aa	ABCB1	Activation
VDR/RXR-alpha	aa	ABHD3	Activation
VDR/RXR-alpha	aa	AKAP12	Activation
VDR/RXR-alpha	aa	ALOX5	Activation
VDR/RXR-alpha	aa	AMH	Activation
VDR/RXR-alpha	aa	BGLAP	Activation
VDR/RXR-alpha	aa	C3	Activation
VDR/RXR-alpha	aa	CAB39	Activation
VDR/RXR-alpha	aa	CALB2	Activation
VDR/RXR-alpha	aa	CCR10	Activation
VDR/RXR-alpha	aa	CD14	Activation
VDR/RXR-alpha	aa	CD274	Activation
VDR/RXR-alpha	aa	CDA	Activation
VDR/RXR-alpha	aa	CDKN1A	Activation
VDR/RXR-alpha	aa	CHST11	Activation
VDR/RXR-alpha	aa	CLDN7	Activation
VDR/RXR-alpha	aa	CLMN	Activation
VDR/RXR-alpha	ii	CPA4	Inhibition
VDR/RXR-alpha	ii	CXCL14	Inhibition
VDR/RXR-alpha	aa	CYP19A1	Activation
VDR/RXR-alpha	aa	CYP24A1	Activation
VDR/RXR-alpha	aa	CYP3A4	Activation
VDR/RXR-alpha	aa	CYP3A5	Activation
VDR/RXR-alpha	aa	CYP4F3	Activation
VDR/RXR-alpha	ii	CYP7A1	Inhibition
VDR/RXR-alpha	aa	DHRS9	Activation
VDR/RXR-alpha	aa	DUSP10	Activation
VDR/RXR-alpha	aa	EFTUD1	Activation
VDR/RXR-alpha	aa	ETNK2	Activation
VDR/RXR-alpha	aa	FAM129A	Activation
VDR/RXR-alpha	ii	FETUB	Inhibition
VDR/RXR-alpha	aa	G0S2	Activation
VDR/RXR-alpha	aa	GPCPD1	Activation
VDR/RXR-alpha	aa	HCAR3	Activation
VDR/RXR-alpha	aa	ID1	Activation
VDR/RXR-alpha	aa	IGFL3	Activation
VDR/RXR-alpha	aa	IL1RL1	Activation
VDR/RXR-alpha	ii	IL2	Inhibition
VDR/RXR-alpha	aa	INSIG2	Activation
VDR/RXR-alpha	aa	KLK13	Activation
VDR/RXR-alpha	aa	KLK6	Activation
VDR/RXR-alpha	aa	KRT19	Activation
VDR/RXR-alpha	aa	KSR2	Activation
VDR/RXR-alpha	aa	MYH6	Activation
VDR/RXR-alpha	aa	MYH7	Activation
VDR/RXR-alpha	aa	NCF2	Activation
VDR/RXR-alpha	aa	NOS2	Activation
VDR/RXR-alpha	aa	NRIP1	Activation
VDR/RXR-alpha	aa	P2RY2	Activation
VDR/RXR-alpha	aa	PDGFA	Activation
VDR/RXR-alpha	aa	PLAT	Activation
VDR/RXR-alpha	aa	PLCD4	Activation
VDR/RXR-alpha	aa	PLLP	Activation
VDR/RXR-alpha	aa	POU1F1	Activation
VDR/RXR-alpha	aa	PPARD	Activation
VDR/RXR-alpha	ii	PTHLH	Inhibition
VDR/RXR-alpha	ii	RUNX2	Inhibition
VDR/RXR-alpha	aa	SEC14L1	Activation
VDR/RXR-alpha	aa	SEMA3B	Activation
VDR/RXR-alpha	aa	SERPINB1	Activation
VDR/RXR-alpha	aa	SLC1A1	Activation
VDR/RXR-alpha	aa	SLC46A1	Activation
VDR/RXR-alpha	aa	SLC4A7	Activation
VDR/RXR-alpha	aa	SLCO1A2	Activation
VDR/RXR-alpha	aa	SPP1	Activation
VDR/RXR-alpha	aa	SULT2A1	Activation
VDR/RXR-alpha	aa	TGFB2	Activation
VDR/RXR-alpha	aa	THBD	Activation
VDR/RXR-alpha	aa	TINAGL1	Activation
VDR/RXR-alpha	aa	TMEM156	Activation
VDR/RXR-alpha	aa	TMEM91	Activation
VDR/RXR-alpha	aa	TNFSF11	Activation
VDR/RXR-alpha	aa	TXNRD1	Activation
VENTX	aa	CSF1R	Activation
VEZF1	aa	DNMT3B	Activation
VEZF1	aa	EDN1	Activation
VEZF1	aa	IL3	Activation
VEZF1	aa	SLC6A3	Activation
VSX1	aa	NXNL1	Activation
VSX2	ii	MITF	Inhibition
VSX2	aa	NXNL1	Activation
VSX2	ii	SAG	Inhibition
VSX2	ii	VSX1	Inhibition
WDR77	ii	CDKN1A	Inhibition
WHSC1	aa	BACE2	Activation
WHSC1	aa	BCL2	Activation
WHSC1	aa	BIRC5	Activation
WHSC1	aa	CA2	Activation
WHSC1	aa	CCND1	Activation
WHSC1	aa	CXCL8	Activation
WHSC1	aa	GLS2	Activation
WHSC1	aa	IFIT1B	Activation
WHSC1	aa	IGF2BP2	Activation
WHSC1	ii	IL5	Inhibition
WHSC1	aa	IL6	Activation
WHSC1	aa	JAM2	Activation
WHSC1	aa	KLK3	Activation
WHSC1	aa	MET	Activation
WHSC1	ii	MIR126	Inhibition
WHSC1	aa	PAK1	Activation
WHSC1	ii	PDGFRA	Inhibition
WHSC1	aa	RRAS2	Activation
WHSC1	aa	TGFA	Activation
WHSC1	aa	TWIST1	Activation
WHSC1	aa	VEGFA	Activation
WT1	ii	ABCB1	Inhibition
WT1	ii	ACHE	Inhibition
WT1	aa	ADAMTS16	Activation
WT1	aa	AKT1	Activation
WT1	aa	ALDH1A2	Activation
WT1	aa	AMH	Activation
WT1	aa	AMHR2	Activation
WT1	ii	AR	Inhibition
WT1	aa	AREG	Activation
WT1	ii	ATF3	Inhibition
WT1	aa	BAG3	Activation
WT1	aa	BAK1	Activation
WT1	aa	BAX	Activation
WT1	aa	BCL2A1	Activation
WT1	aa	BCL2L1	Activation
WT1	aa	BMP4	Activation
WT1	ii	CAT	Inhibition
WT1	ii	CCL5	Inhibition
